1	127	1741947233	0	1	0	0	0	0	0	\N		1	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
2	127	1741947233	1741945243	1	0	1025	6	0	1	\N		2	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
3	127	1741947233	1741945243	1	0	1	7	1	1	\N	{"hidden":"0","l10n_parent":"0","l10n_diffsource":"","sys_language_uid":"0","l10n_source":"0","parentid":"1","parenttable":"tx_styleguide_elements_rte","rte_1":"Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link."}	3	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
4	127	1741947233	1741945243	1	0	1	8	1	3	\N	{"hidden":"0","l10n_parent":"0","l10n_diffsource":"","sys_language_uid":"0","l10n_source":"0","parentid":"1","parenttable":"tx_styleguide_elements_rte","rte_1":"Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link."}	4	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
5	127	1741947233	1741945243	1	0	1	9	0	4	\N	{"hidden":"0","l10n_parent":"0","l10n_diffsource":"","sys_language_uid":"0","l10n_source":"0","parentid":"1","parenttable":"tx_styleguide_elements_rte","rte_1":"Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link."}	5	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
6	318	0	0	0	0	0	0	0	0	\N		6	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
7	318	1741947254	1741947254	0	0	1025	6	0	6	\N		7	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
8	318	1741947254	1741947254	0	0	1	7	6	6	\N	{"hidden":"0","l10n_parent":"0","l10n_diffsource":"","sys_language_uid":"0","l10n_source":"0","parentid":"6","parenttable":"tx_styleguide_elements_rte","rte_1":"Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link."}	8	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
9	318	1741947254	1741947254	0	0	1	8	6	8	\N	{"hidden":"0","l10n_parent":"0","l10n_diffsource":"","sys_language_uid":"0","l10n_source":"0","parentid":"6","parenttable":"tx_styleguide_elements_rte","rte_1":"Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link."}	9	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
10	318	1741947254	1741947254	0	0	1	9	0	9	\N	{"hidden":"0","l10n_parent":"0","l10n_diffsource":"","sys_language_uid":"0","l10n_source":"0","parentid":"6","parenttable":"tx_styleguide_elements_rte","rte_1":"Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link."}	10	tx_styleguide_elements_rte	Bacon ipsum dolor sit strong amet capicola jerky pork chop rump shoulder shank. Shankle strip steak pig salami link.	0	0	0	0
